_02032023_100044,none,red cube,47.94,1,-13.42,0,-0.001201909,0,0.3,0.3,0.3
_02032023_100044,none,green cube,48.7,1,-13.4,0,-0.001201909,0,0.3,0.3,0.3
_02032023_100044,none,yellow cube,49.38,1,-13.43,0,-0.001201909,0,0.3,0.3,0.3
_02032023_100044,puti: white,white Cube,-0.9981517,0.1241852,-1.688973,0.03117527,3.0405,-0.04079787,0.05040005,0.0432,0.04320006
_02032023_100044,none,black cube,47.89,1,-12.7,0,-0.001201909,0,0.3,0.3,0.3
_02032023_100044,bughaw: blue,blue Cube,-1.156681,0.1022916,-1.701837,-0.04731069,3.065504,0.006481943,0.05040002,0.04320001,0.04320001
_02032023_100044,none,purple Cube,47.84,1,-11.93,0,-0.001201909,0,0.3,0.3,0.3
_02032023_100044,none,orange cube,48.7,1,-11.91,0,-0.001201909,0,0.3,0.3,0.3
_02032023_100044,masarap: delicious,Hotdog,1.442721,0.1537438,-0.7908731,0.2546658,1.614067,0.1085408,0.2520001,0.216,0.216
_02032023_100044,nakakatakot: scary,Shark,-1.251708,1.314189,-1.697518,-0.01614155,3.121075,0.007077557,0.03360003,0.0288,0.02880002
_02032023_100044,malawak: wide,TV,-0.9928626,0.711764,-1.734124,-0.05846,3.100902,0.03321295,0.1680001,0.1440001,0.1440002
_02032023_100044,likod: behind,flower,-1.657646,0.4842813,0.9687126,-0.1031478,-0.8778898,0.1277284,1.344,1.152,1.152
_02032023_100044,none,FantasyBee,47.95,0.55,-9.64,0,-0.001201909,0,1,1,1
_02032023_100044,none,AcousticGuitar,48.84,0.74,-8.438,1.570796,-0.001201909,0,1.5,1.5,1.5
_02032023_100044,nakakatawa: funny,Snowman,-0.9806579,1.297858,-1.664143,-1.477947,0.5927514,-0.5785529,13.44,11.52001,11.52001
_02032023_100044,maliwanag: bright,Clouds,0.4487619,0.1183347,0.8546569,0.4217319,0.5831422,0.08370059,0.00084,0.00072,0.00072
_02032023_100044,ilalim: under,Table,1.328355,-0.1913015,-1.05246,0.2827127,1.719793,0.2478254,1.008001,1.872001,1.872002
_02032023_100044,none,House,48.34,0.429,-7.33,0,-0.001201909,0,0.3,0.3,0.3
_02032023_100044,bilog: round,Soccer Ball,-1.264321,0.7668535,-1.725842,-0.07050586,-3.100568,-0.00794968,0.5039999,0.432,0.432
_02032023_100044,matulis: sharp,cat,1.513847,0.1482591,-1.103857,0.1575749,1.392839,-0.2732976,0.6720006,0.576,0.5760006
_02032023_100044,malambot: soft,Cheese,0.7056032,0.939446,-0.2631389,0.05541877,0.1877853,-0.02215404,0.3360001,0.2880001,0.288
_02032023_100044,none,GoldCoins,-0.7047407,0.7032496,-0.5355393,-0.07336335,0.1077277,-0.03026394,1.68,1.44,1.44
_02032023_100044,none,Banana,48.61,0.69,-10.38,0,-0.001201909,0,2,2,2
_02032023_100044,none,Tree,49.33,0.981,-12.165,0,-0.001201909,0,150,150,150
_02032023_100044,none,Watermelon,47.77,0.61,-11.21,0,-0.001201909,0,0.3,0.3,0.3
_02032023_100044,none,book,50.2,0.742,-11.51,0,-0.001201909,0,3,3,3
_02032023_100044,none,Axe,53.63,1.29,-6.66,-1.570796,-0.001201909,0,1,1,1
_02032023_100044,matangkad: tall,StopSign,0.9887534,0.9046556,-0.3196869,-0.1567763,-3.116494,0.09885429,0.03360004,0.02880002,0.02880002
_02032023_100044,none,Crystals,49.76,0.834,-11.14,0,-0.001201909,0,0.2,0.2,0.2
_02032023_100044,none,Clock,-0.5933296,0.7724771,-0.3910956,-0.01480423,3.131975,-0.02976801,0.5039999,0.432,0.432
_02032023_100044,ibabaw: over,Car,0.7164828,0.1207611,0.7361587,0.1422647,0.4503112,0.000468205,0.03360001,0.02880001,0.0288
_02032023_100044,mabilis: fast,Airplane,0.1608917,0.1228325,1.123483,0.1341954,0.5668526,0.0242181,0.0168,0.0144,0.0144
_02032023_100044,none,Heart,49.34,1.12,-6.83,-1.570796,-0.001201909,0,0.5,0.5,0.5
Heart<><><><><><> this is the last item, cut here. <><><><><><>,,,,,,,,,,
